time,seq,rtt,delay,jitter,loss
1776173297.610296,911,,,,1
1776173298.111920,912,,,,1
1776173298.111920,913,,,,1
1776173298.111920,914,,,,1
1776173298.111920,915,,,,1
1776173298.111920,916,,,,1
1776173298.111920,917,,,,1
1776173298.111920,918,,,,1
1776173298.111920,919,,,,1
1776173298.111920,920,,,,1
1776173298.111920,921,,,,1
1776173298.111920,922,,,,1
1776173298.111920,923,,,,1
1776173298.111920,924,,,,1
1776173298.111920,925,,,,1
1776173298.111920,926,,,,1
1776173298.111920,927,,,,1
1776173298.111920,928,,,,1
1776173298.111920,929,,,,1
1776173298.111920,930,,,,1
1776173298.111920,931,,,,1
1776173298.616256,932,,,,1
1776173298.616256,933,,,,1
1776173298.616256,934,,,,1
1776173298.616256,935,,,,1
1776173298.616256,936,,,,1
1776173298.616256,937,,,,1
1776173298.616256,938,,,,1
1776173298.616256,939,,,,1
1776173298.616256,940,,,,1
1776173298.616256,941,,,,1
1776173298.616256,942,,,,1
1776173298.616256,943,,,,1
1776173298.616256,944,,,,1
1776173298.616256,945,,,,1
1776173298.616256,946,,,,1
1776173298.616256,947,,,,1
1776173298.616256,948,,,,1
1776173298.616256,949,,,,1
1776173298.616256,950,,,,1
1776173298.616256,951,,,,1
1776173298.616256,952,,,,1
1776173299.122775,953,,,,1
1776173299.122775,954,,,,1
1776173299.122775,955,,,,1
1776173299.122775,956,,,,1
1776173299.122775,957,,,,1
1776173299.122775,958,,,,1
1776173299.122775,959,,,,1
1776173299.122775,960,,,,1
1776173299.122775,961,,,,1
1776173299.122775,962,,,,1
1776173299.122775,963,,,,1
1776173299.122775,964,,,,1
1776173299.122775,965,,,,1
1776173299.122775,966,,,,1
1776173299.122775,967,,,,1
1776173299.122775,968,,,,1
1776173299.122775,969,,,,1
1776173299.122775,970,,,,1
1776173299.122775,971,,,,1
1776173299.122775,972,,,,1
1776173299.629281,973,,,,1
1776173299.629281,974,,,,1
1776173299.629281,975,,,,1
1776173299.629281,976,,,,1
1776173299.629281,977,,,,1
1776173299.629281,978,,,,1
1776173299.629281,979,,,,1
1776173299.629281,980,,,,1
1776173299.629281,981,,,,1
1776173299.629281,982,,,,1
1776173299.629281,983,,,,1
1776173299.629281,984,,,,1
1776173299.629281,985,,,,1
1776173299.629281,986,,,,1
1776173299.629281,987,,,,1
1776173299.629281,988,,,,1
1776173299.629281,989,,,,1
1776173299.629281,990,,,,1
1776173299.629281,991,,,,1
1776173299.629281,992,,,,1
1776173300.142401,993,,,,1
1776173300.142401,994,,,,1
1776173300.142401,995,,,,1
1776173300.142401,996,,,,1
1776173300.142401,997,,,,1
1776173300.142401,998,,,,1
1776173300.142401,999,,,,1
1776173300.142401,1000,,,,1
1776173300.142401,1001,,,,1
1776173300.142401,1002,,,,1
1776173300.142401,1003,,,,1
1776173300.142401,1004,,,,1
1776173300.142401,1005,,,,1
1776173300.142401,1006,,,,1
1776173300.142401,1007,,,,1
1776173300.142401,1008,,,,1
1776173300.142401,1009,,,,1
1776173300.142401,1010,,,,1
1776173300.142401,1011,,,,1
1776173300.142401,1012,,,,1
1776173300.652618,1013,,,,1
1776173300.652618,1014,,,,1
1776173300.652618,1015,,,,1
1776173300.652618,1016,,,,1
1776173300.652618,1017,,,,1
1776173300.652618,1018,,,,1
1776173300.652618,1019,,,,1
1776173300.652618,1020,,,,1
1776173300.652618,1021,,,,1
1776173300.652618,1022,,,,1
1776173300.652618,1023,,,,1
1776173300.652618,1024,,,,1
1776173300.652618,1025,,,,1
1776173300.652618,1026,,,,1
1776173300.652618,1027,,,,1
1776173300.652618,1028,,,,1
1776173300.652618,1029,,,,1
1776173300.652618,1030,,,,1
1776173300.652618,1031,,,,1
1776173300.652618,1032,,,,1
1776173300.652618,1033,,,,1
1776173301.155660,1034,,,,1
1776173301.155660,1035,,,,1
1776173301.155660,1036,,,,1
1776173301.155660,1037,,,,1
1776173301.155660,1038,,,,1
1776173301.155660,1039,,,,1
1776173301.155660,1040,,,,1
1776173301.155660,1041,,,,1
1776173301.155660,1042,,,,1
1776173301.155660,1043,,,,1
1776173301.155660,1044,,,,1
1776173301.155660,1045,,,,1
1776173301.155660,1046,,,,1
1776173301.155660,1047,,,,1
1776173301.155660,1048,,,,1
1776173301.155660,1049,,,,1
1776173301.155660,1050,,,,1
1776173301.155660,1051,,,,1
1776173301.155660,1052,,,,1
1776173301.155660,1053,,,,1
1776173301.155660,1054,,,,1
1776173301.661984,1055,,,,1
1776173301.661984,1056,,,,1
1776173301.661984,1057,,,,1
1776173301.661984,1058,,,,1
1776173301.661984,1059,,,,1
1776173301.661984,1060,,,,1
1776173301.661984,1061,,,,1
1776173301.661984,1062,,,,1
1776173301.661984,1063,,,,1
1776173301.661984,1064,,,,1
1776173301.661984,1065,,,,1
1776173301.661984,1066,,,,1
1776173301.661984,1067,,,,1
1776173301.661984,1068,,,,1
1776173301.661984,1069,,,,1
1776173301.661984,1070,,,,1
1776173301.661984,1071,,,,1
1776173301.661984,1072,,,,1
1776173301.661984,1073,,,,1
1776173301.661984,1074,,,,1
1776173301.661984,1075,,,,1
1776173302.168106,1076,,,,1
1776173302.168106,1077,,,,1
1776173302.168106,1078,,,,1
1776173302.168106,1079,,,,1
1776173302.168106,1080,,,,1
1776173302.168106,1081,,,,1
1776173302.168106,1082,,,,1
1776173302.168106,1083,,,,1
1776173302.168106,1084,,,,1
1776173302.168106,1085,,,,1
1776173302.168106,1086,,,,1
1776173302.168106,1087,,,,1
1776173302.168106,1088,,,,1
1776173302.168106,1089,,,,1
1776173302.168106,1090,,,,1
1776173302.168106,1091,,,,1
1776173302.168106,1092,,,,1
1776173302.168106,1093,,,,1
1776173302.168106,1094,,,,1
1776173302.168106,1095,,,,1
1776173302.674716,1096,,,,1
1776173302.674716,1097,,,,1
1776173302.674716,1098,,,,1
1776173302.674716,1099,,,,1
1776173302.674716,1100,,,,1
1776173302.674716,1101,,,,1
1776173302.674716,1102,,,,1
1776173302.674716,1103,,,,1
1776173302.674716,1104,,,,1
1776173302.674716,1105,,,,1
1776173302.674716,1106,,,,1
1776173302.674716,1107,,,,1
1776173302.674716,1108,,,,1
1776173302.674716,1109,,,,1
1776173302.674716,1110,,,,1
1776173302.674716,1111,,,,1
1776173302.674716,1112,,,,1
1776173302.674716,1113,,,,1
1776173302.674716,1114,,,,1
1776173302.674716,1115,,,,1
1776173302.674716,1116,,,,1
1776173303.180991,1117,,,,1
1776173303.180991,1118,,,,1
1776173303.180991,1119,,,,1
1776173303.180991,1120,,,,1
1776173303.180991,1121,,,,1
1776173303.180991,1122,,,,1
1776173303.180991,1123,,,,1
1776173303.180991,1124,,,,1
1776173303.180991,1125,,,,1
1776173303.180991,1126,,,,1
1776173303.180991,1127,,,,1
1776173303.180991,1128,,,,1
1776173303.180991,1129,,,,1
1776173303.180991,1130,,,,1
1776173303.180991,1131,,,,1
1776173303.180991,1132,,,,1
1776173303.180991,1133,,,,1
1776173303.180991,1134,,,,1
1776173303.180991,1135,,,,1
1776173303.180991,1136,,,,1
1776173303.180991,1137,,,,1
1776173303.685208,1138,,,,1
1776173303.685208,1139,,,,1
1776173303.685208,1140,,,,1
1776173303.685208,1141,,,,1
1776173303.685208,1142,,,,1
1776173303.685208,1143,,,,1
1776173303.685208,1144,,,,1
1776173303.685208,1145,,,,1
1776173303.685208,1146,,,,1
1776173303.685208,1147,,,,1
1776173303.685208,1148,,,,1
1776173303.685208,1149,,,,1
1776173303.685208,1150,,,,1
1776173303.685208,1151,,,,1
1776173303.685208,1152,,,,1
1776173303.685208,1153,,,,1
1776173303.685208,1154,,,,1
1776173303.685208,1155,,,,1
1776173303.685208,1156,,,,1
1776173303.685208,1157,,,,1
1776173303.685208,1158,,,,1
