timestamp,seq,rtt,delay,jitter,predicted_prob,prediction
1776183035.352586,124,9757.158,221.670,182.665,0.0020,1
1776183035.687340,125,10026.067,334.754,113.084,0.0020,1
1776183035.908515,126,10195.683,221.175,113.578,0.0020,1
1776183036.060437,127,10285.184,151.922,69.253,0.0020,0
1776183036.273639,128,10441.214,213.202,61.280,0.0020,0
1776183036.329842,129,10441.895,56.202,157.000,0.0020,1
1776183036.361656,130,10411.667,31.815,24.388,0.0020,0
1776183036.408722,131,10423.423,47.066,15.251,0.0020,0
1776183036.463439,132,10452.412,54.716,7.650,0.0020,0
1776183036.493745,133,10461.801,30.307,24.410,0.0020,0
1776183036.555730,134,10503.041,61.985,31.678,0.0020,0
1776183036.592984,135,10510.493,37.254,24.730,0.0020,0
1776183036.632123,136,10523.614,39.138,1.884,0.0020,0
1776183036.851338,137,10708.446,219.215,180.077,0.0020,1
1776183037.050166,138,10876.323,198.828,20.387,0.0020,0
1776183037.247658,140,11022.144,197.491,1.337,0.0020,0
1776183037.577700,141,11321.626,330.042,132.551,0.0020,1
1776183037.826469,142,11539.099,248.769,81.273,0.0020,0
1776183038.044452,143,11726.593,217.983,30.787,0.0020,0
1776183038.095900,144,11751.656,51.448,166.534,0.0020,1
1776183038.144874,145,11771.490,48.974,2.475,0.0020,0
1776183038.208669,146,11811.508,63.795,14.821,0.0020,0
1776183038.256855,147,11829.468,48.186,15.609,0.0020,0
1776183038.317834,148,11867.908,60.979,12.793,0.0020,0
1776183038.361363,149,11879.932,43.530,17.449,0.0020,0
1776183038.414934,150,11901.593,53.571,10.041,0.0020,0
1776183038.452555,151,11907.955,37.621,15.950,0.0020,0
1776183038.509552,152,11933.030,56.997,19.377,0.0020,0
1776183038.781584,153,12173.120,272.031,215.034,0.0020,1
1776183038.979448,154,12339.613,197.865,74.167,0.0020,0
1776183039.165538,155,12474.665,186.090,11.775,0.0020,0
1776183039.464522,156,12718.022,298.984,112.894,0.0020,1
1776183039.731694,157,12929.754,267.172,31.812,0.0020,0
1776183039.924642,158,13068.450,192.948,74.224,0.0020,0
1776183040.100241,160,13114.911,175.599,17.349,0.0020,0
1776183040.351310,161,13341.249,251.068,75.469,0.0020,0
1776183040.721853,162,13681.198,370.544,119.475,0.0020,1
1776183040.958467,163,13889.873,236.613,133.930,0.0020,1
1776183041.011506,165,13890.660,53.040,183.573,0.0020,1
1776183041.058031,166,13915.526,46.525,6.515,0.0020,0
1776183041.093287,167,13919.651,35.256,11.269,0.0020,0
1776183041.168476,168,13974.000,75.189,39.933,0.0020,0
1776183041.218252,169,13999.973,49.776,25.413,0.0020,0
1776183041.282388,170,14034.107,64.136,14.359,0.0020,0
1776183041.339614,171,14068.058,57.226,6.909,0.0020,0
1776183041.382418,172,14079.645,42.804,14.423,0.0020,0
1776183041.414238,173,14079.870,31.820,10.984,0.0020,0
1776183041.453382,175,14065.366,39.144,7.324,0.0020,0
1776183041.502013,176,14080.755,48.631,9.488,0.0020,0
1776183041.525199,177,14082.682,23.186,25.446,0.0020,0
1776183041.550581,178,14076.229,25.382,2.196,0.0020,0
1776183041.581040,179,14082.821,30.459,5.078,0.0020,0
1776183041.626869,180,14106.826,45.829,15.370,0.0020,0
1776183041.682681,181,14131.123,55.812,9.983,0.0020,0
1776183041.956585,182,14373.626,273.904,218.092,0.0020,1
1776183042.168282,183,14530.036,211.697,62.207,0.0020,0
1776183042.467263,184,14765.971,298.981,87.284,0.0020,0
1776183042.687165,185,14935.226,219.903,79.078,0.0020,0
1776183042.921781,186,15118.553,234.616,14.713,0.0020,0
1776183043.081504,187,15221.934,159.723,74.893,0.0020,0
1776183043.128434,188,15216.581,46.930,112.793,0.0020,1
1776183043.160568,189,15192.028,32.134,14.796,0.0020,0
1776183043.202922,190,15171.318,42.354,10.220,0.0020,0
1776183043.467270,192,15338.773,264.348,221.994,0.0020,1
1776183043.637225,193,15482.139,169.955,94.393,0.0020,0
1776183043.811765,194,15627.877,174.540,4.585,0.0020,0
1776183044.032775,195,15820.915,221.010,46.470,0.0020,0
1776183044.217613,196,15975.347,184.837,36.172,0.0020,0
1776183044.450383,197,16156.965,232.770,47.933,0.0020,0
1776183044.695591,198,16348.629,245.208,12.438,0.0020,0
1776183044.970381,199,16572.839,274.790,29.582,0.0020,0
1776183045.183265,200,16730.120,212.883,61.907,0.0020,0
1776183045.339783,201,16834.083,156.519,56.365,0.0020,0
1776183045.371060,202,16802.408,31.277,125.242,0.0020,1
1776183045.408180,203,16780.729,37.120,5.843,0.0020,0
1776183045.473780,204,16791.536,65.600,28.481,0.0020,0
1776183045.527649,205,16786.867,53.869,11.731,0.0020,0
1776183045.782696,206,16978.750,255.047,201.177,0.0020,1
1776183046.009621,207,17142.638,226.925,28.121,0.0020,0
1776183046.329834,208,17400.091,320.213,93.288,0.0020,0
1776183046.667379,209,17683.675,337.546,17.333,0.0020,0
1776183046.795119,210,17791.013,127.739,209.806,0.0020,1
1776183047.040333,211,17983.200,245.214,117.474,0.0020,1
1776183047.187643,212,18102.848,147.310,97.903,0.0020,1
1776183047.387111,213,18276.205,199.468,52.158,0.0020,0
1776183047.643170,214,18510.973,256.059,56.590,0.0020,0
1776183047.898587,215,18734.092,255.417,0.641,0.0020,0
1776183047.953865,216,18758.514,55.278,200.139,0.0020,1
1776183048.016108,217,18788.637,62.243,6.965,0.0020,0
1776183048.080629,218,18832.335,64.521,2.278,0.0020,0
1776183048.134286,219,18850.636,53.657,10.864,0.0020,0
1776183048.425801,220,19121.927,291.515,237.857,0.0020,1
1776183048.608625,221,19272.643,182.824,108.691,0.0020,1
1776183048.735413,222,19371.919,126.788,56.035,0.0020,0
1776183048.873378,223,19481.017,137.965,11.176,0.0020,0
1776183049.098731,225,19653.742,225.353,87.388,0.0020,0
1776183049.248107,226,19770.792,149.377,75.976,0.0020,0
1776183049.376695,227,19877.356,128.587,20.789,0.0020,0
1776183049.555130,228,20026.841,178.435,49.848,0.0020,0
1776183049.629506,229,20066.602,74.376,104.059,0.0020,1
1776183049.669995,230,20075.702,40.489,33.887,0.0020,0
1776183049.709675,232,20063.483,39.680,0.809,0.0020,0
1776183049.757362,233,20090.227,47.687,8.007,0.0020,0
1776183049.790858,234,20102.658,33.496,14.191,0.0020,0
1776183049.847708,235,20134.013,56.850,23.354,0.0020,0
1776183049.898142,236,20151.202,50.434,6.416,0.0020,0
1776183049.935289,237,20156.851,37.147,13.287,0.0020,0
1776183050.098111,238,20295.278,162.822,125.674,0.0020,1
1776183050.308497,239,20447.286,210.386,47.565,0.0020,0
1776183050.445894,240,20529.075,137.397,72.990,0.0020,0
1776183050.698106,241,20753.536,252.213,114.816,0.0020,1
1776183050.937252,242,20971.932,239.146,13.066,0.0020,0
1776183051.158749,244,21136.456,221.497,17.649,0.0020,0
1776183051.496138,245,21449.100,337.389,115.892,0.0020,1
1776183051.665531,247,21551.573,169.393,167.995,0.0020,1
1776183051.896999,248,21751.142,231.468,62.074,0.0020,0
1776183052.212025,249,22034.743,315.026,83.559,0.0020,0
1776183052.277590,250,22076.411,65.565,249.462,0.0020,1
1776183052.326189,251,22104.192,48.599,16.965,0.0020,0
1776183052.363389,252,22120.624,37.200,11.399,0.0020,0
1776183052.421246,253,22157.675,57.857,20.657,0.0020,0
1776183052.456015,254,22171.248,34.769,23.088,0.0020,0
1776183052.482461,255,22177.305,26.446,8.323,0.0020,0
1776183052.537166,256,22209.550,54.705,28.259,0.0020,0
1776183052.593424,257,22239.505,56.257,1.552,0.0020,0
1776183052.658446,258,22283.845,65.022,8.765,0.0020,0
1776183052.692109,259,22296.716,33.663,31.359,0.0020,0
1776183052.722348,260,22306.288,30.239,3.424,0.0020,0
1776183052.750153,261,22302.215,27.805,2.434,0.0020,0
1776183052.787185,263,22279.456,37.032,9.228,0.0020,0
1776183052.846356,264,22316.915,59.171,22.139,0.0020,0
1776183053.075933,265,22523.729,229.577,170.406,0.0020,1
1776183053.253396,266,22668.804,177.462,52.115,0.0020,0
1776183053.509909,267,22889.675,256.514,79.051,0.0020,0
1776183053.801458,268,23156.244,291.548,35.035,0.0020,0
1776183053.896626,269,23230.501,95.168,196.381,0.0020,1
1776183054.059680,270,23365.969,163.054,67.886,0.0020,0
1776183054.288960,271,23574.250,229.280,66.225,0.0020,0
1776183054.335932,272,23598.821,46.972,182.307,0.0020,1
1776183054.373199,273,23614.462,37.267,9.705,0.0020,0
1776183054.405352,274,23621.582,32.153,5.114,0.0020,0
1776183054.442244,275,23630.543,36.891,4.738,0.0020,0
1776183054.505382,276,23663.032,63.138,26.247,0.0020,0
1776183054.558076,277,23690.685,52.694,10.445,0.0020,0
1776183054.617404,278,23722.500,59.328,6.635,0.0020,0
1776183054.688655,279,23770.189,71.251,11.922,0.0020,0
1776183054.724370,280,23781.155,35.716,35.535,0.0020,0
1776183054.954158,281,23983.165,229.787,194.071,0.0020,1
1776183055.193390,282,24201.423,239.233,9.446,0.0020,0
1776183055.362815,283,24349.928,169.425,69.808,0.0020,0
1776183055.672415,284,24629.753,309.600,140.175,0.0020,1
1776183055.863547,285,24799.089,191.132,118.468,0.0020,1
